苏州,文昌花园,高新,166万,18868/平米,2室1厅,87.98平米,低楼层/共18层,平层/精装,2021-03-18,大润发旁 精装两房 户型方正 采光无遮挡 满五唯一
苏州,南环三村,姑苏,128万,23427/平米,2室1厅,54.64平米,低楼层/共2层,平层/简装,2021-03-03,南环三村 两房朝南 近地铁 二楼中间户
苏州,胥江路136号,姑苏,118万,20849/平米,2室1厅,56.6平米,高楼层/共7层,平层/精装,2021-02-27,采光十足，交通方便，2，5号线旁，业主诚心出售
苏州,阳光城平江悦,姑苏,90万,18872/平米,3室1厅,47.69平米,中楼层/共22层,跃层/精装,2020-07-29,阳光城平江悦        急售 急售
苏州,狮山峰汇,高新,210万,52884/平米,1室1厅,39.71平米,低楼层/共22层,平层/简装,2021-03-27,房东诚意出售，看房方便，价格可以谈
苏州,招商学府1872,高新,510万,50406/平米,3室2厅,101.18平米,低楼层/共34层,平层/精装,2021-01-14,招商学府1872 3室2厅 南
苏州,苏医新村一区,姑苏,199万,37905/平米,2室1厅,52.5平米,低楼层/共3层,平层/简装,2021-03-17,平直+振华  中间楼层  两房朝南 一梯两户 全明通透
苏州,苏安新村,工业园区,128万,25514/平米,2室1厅,50.17平米,中楼层/共6层,平层/简装,2021-03-20,户型正气 采光好 三楼交通方便 配套齐全
苏州,建屋海德公园,工业园区,383万,36736/平米,3室1厅,104.26平米,低楼层/共20层,平层/精装,2021-03-10,建屋海德公园 3室1厅 南
苏州,体育新村,姑苏,130万,24962/平米,2室1厅,52.08平米,低楼层/共6层,平层/精装,2021-03-25,附二医院家乐福旁 体育新村 全明户型 精装拎包入住
苏州,万科玲珑东区,工业园区,608万,56297/平米,3室2厅,108平米,高楼层/共11层,平层/精装,2021-03-03,小高层通透小3房，无遮挡采光好视野开阔
苏州,第五元素,工业园区,328万,40690/平米,2室1厅,80.61平米,低楼层/共25层,平层/精装,2021-03-19,房东诚意出售，看房方便，配套设施齐全，交通便利
苏州,尼盛滨江城,吴中,195万,22376/平米,3室2厅,87.15平米,中楼层/共27层,平层/精装,2021-03-09,狮山南，中上楼层，精装三房，诚心出售，价格可谈
苏州,绿地21城D区,昆山,180.5万,20128/平米,2室1厅,89.68平米,高楼层/共9层,平层/简装,2021-02-20,绿地21城D区 2室1厅 南
苏州,花桥裕花园,昆山,172万,19816/平米,3室2厅,86.8平米,中楼层/共30层,平层/简装,2021-03-04,花桥裕花园二期边套，南北通三居室，有钥匙，随时看房
苏州,九龙仓碧堤半岛,吴中,880万,38433/平米,5室2厅,228.97平米,独栋/共2层,复式/精装,2021-03-24,九龙仓碧堤半岛 5室2厅 南
苏州,太阳星辰花园泊朗峰,工业园区,365万,42942/平米,3室1厅,85平米,中楼层/共18层,平层/精装,2021-03-27,东沙湖太阳城精装2+1，全天采光，视野无遮挡看房方便
苏州,华通花园四区,高新,120万,19608/平米,2室1厅,61.2平米,中楼层/共5层,平层/毛坯,2021-02-23,华通花园四区 2室1厅 南
苏州,黄埭镇兴隆街13号,相城,136万,18511/平米,5室2厅,73.47平米,低楼层/共2层,复式/简装,2021-01-25,黄埭镇兴隆街沿街两层住宅，带院子，带小房子，有钥匙
苏州,群星苑一区,工业园区,218万,22917/平米,2室2厅,95.13平米,低楼层/共18层,平层/精装,2020-05-07,此房三开间朝南，满五唯一，业主诚心出售
苏州,昂内天骄花园,工业园区,216.9万,22933/平米,2室2厅,94.58平米,高楼层/共11层,平层/简装,2021-02-24,通透户型 有钥匙 房东诚意出售 位置好 采光好
苏州,鑫苑湖居世家,吴中,398万,23006/平米,5室2厅,173平米,高楼层/共5层,复式/毛坯,2021-03-20,电梯洋房五房顶复，适合家里人口多，给予孩子独立空间
苏州,东湖大郡三期,工业园区,546万,47479/平米,3室2厅,115平米,高楼层/共26层,平层/精装,2021-02-27,东湖大郡三期 3室2厅 南 北
苏州,彩香一村一区,姑苏,119.9万,21800/平米,2室1厅,55平米,高楼层/共6层,平层/精装,2020-10-26,刚需好房 彩香一区  55平两房 配套齐全 看房有钥匙
苏州,长江花园三区,高新,143万,20938/平米,2室1厅,68.3平米,中楼层/共5层,平层/简装,2021-03-12,长江花园68平正两房，地铁边上，带车库
苏州,先奇园,吴中,160万,23189/平米,2室1厅,69平米,中楼层/共6层,平层/精装,2021-03-28,先奇园两室一厅 四楼 精装 二合库满五唯一 急售
苏州,恒基水漾花城,相城,195万,25107/平米,2室1厅,77.67平米,低楼层/共15层,平层/精装,2020-12-11,水漾花城非一楼，精装修两房拎包入住 ，价格可谈
苏州,繁华里,昆山,175万,21732/平米,2室1厅,80.53平米,中楼层/共22层,平层/精装,2021-03-19,繁华里 2室1厅 南
