北京,嘉美风尚中心,朝阳,795万,75867/平米,2室1厅,104.79平米,高楼层/共21层,平层/精装,2021-03-20,嘉美风尚中心 2室1厅 南 北
北京,惠通新苑,门头沟,178万,22953/平米,2室1厅,77.55平米,高楼层/共14层,平层/精装,2021-03-10,惠通新苑 纯南向精装修两居室 采光好 户型方正
北京,翠屏北里东区,通州,299万,37264/平米,2室1厅,80.24平米,顶层/共6层,平层/简装,2021-03-27,翠屏北里 南北通透 采光好 交通方便
北京,柏林爱乐三期,朝阳,396万,58894/平米,1室1厅,67.24平米,低楼层/共11层,平层/简装,2021-02-05,柏林爱乐三期 南北通透 一居室 满五唯一 近地铁
北京,润泽公馆,朝阳,830万,95140/平米,2室1厅,87.24平米,低楼层/共9层,平层/简装,2021-03-15,满五年唯一 南北双通透大两居 靠谱签约
北京,电信小区,海淀,820万,89677/平米,3室1厅,91.44平米,高楼层/共6层,平层/精装,2021-03-24,军博南北通透大三居室，满五唯一住房，周边配套齐全
北京,枣营南里,朝阳,420万,77591/平米,2室1厅,54.13平米,高楼层/共16层,平层/精装,2021-03-24,高层观朝阳公园，有地铁，满五唯一
北京,黑窑厂西里,西城,750万,171429/平米,2室1厅,43.75平米,顶层/共5层,平层/精装,2021-03-04,黑窑厂西里  小两居 成本价购买 采光好
上海,通河一村,宝山,360万,65550/平米,2室1厅,54.92平米,低楼层/共6层,平层/简装,2021-02-22,通河一村低楼层两房，满五年，产权一人
北京,红狮家园,丰台,480万,54140/平米,2室1厅,88.66平米,低楼层/共15层,平层/简装,2021-01-23,红狮家园 正规南北通透两居室 1梯3户
北京,世纪星家园,丰台,663万,62518/平米,3室1厅,106.05平米,低楼层/共30层,平层/简装,2021-01-16,世纪星家园，满五年唯一，三居，两个卫生间，西南向
北京,霍营小区,昌平,360万,60699/平米,2室1厅,59.31平米,中楼层/共6层,平层/精装,2021-03-28,霍营小区 2室1厅 南 北
北京,柳芳南里,朝阳,619万,76411/平米,2室1厅,81.01平米,中楼层/共18层,平层/精装,2021-02-22,双朝南采光充足，中高楼层视野不遮挡
苏州,合景峰汇四期,相城,282万,26292/平米,4室1厅,107.26平米,高楼层/共16层,复式/精装,2021-03-20,卖点   户型介绍  配套  交通出行
北京,北京新天地二期,朝阳,535万,52637/平米,2室1厅,101.64平米,顶层/共28层,平层/精装,2021-03-24,北京新天地 高楼层 满五唯一 不临街  带独立餐厅
北京,苹果社区南区,朝阳,950万,90485/平米,3室1厅,104.99平米,低楼层/共22层,平层/简装,2021-01-04,苹果社区南区东南三居，满五唯一，看房方便
北京,学院派,海淀,570万,83493/平米,1室1厅,68.27平米,低楼层/共18层,平层/精装,2020-09-15,2009年三环内学院派精装修正规东向一室一厅随时可看
上海,慧芝湖花园,静安,1170万,132623/平米,2室2厅,88.22平米,高楼层/共28层,平层/精装,2021-03-20,高区景观两房 正对小区花园 诚意出售 没有个人所得税
苏州,尼盛滨江城,吴中,195万,22376/平米,3室2厅,87.15平米,中楼层/共27层,平层/精装,2021-03-09,狮山南，中上楼层，精装三房，诚心出售，价格可谈
苏州,宏葑四村,工业园区,225万,22500/平米,3室2厅,100平米,高楼层/共6层,平层/精装,2020-11-01,精装3房朝南，园区欧尚宏葑四村，全天采光
上海,瑞和苑,浦东,310万,41066/平米,2室1厅,75.49平米,低楼层/共14层,平层/精装,2021-02-04,18号线旁，近地铁，业主诚心出售
苏州,路劲主场二三期,工业园区,449万,35607/平米,3室2厅,126.1平米,低楼层/共22层,平层/精装,2021-01-08,精装修带地暖 中间位置   三开间朝南
北京,泛海国际碧海园,朝阳,1300万,91427/平米,2室2厅,142.19平米,中楼层/共18层,平层/精装,2021-02-28,碧海园两居室 南北通透格局 中楼层视野好
北京,白家庄东里,朝阳,600万,72246/平米,3室1厅,83.05平米,高楼层/共14层,平层/简装,2021-03-09,白家庄东里南北三居通透格局高楼层采光好视野好
北京,绿岛苑东区,朝阳,288万,47159/平米,2室1厅,61.07平米,底层/共6层,平层/精装,2021-03-13,绿岛苑东区，南北通透，精装修，诚意出售
北京,金隅滨和园6号院,石景山,305万,41144/平米,2室1厅,74.13平米,顶层/共23层,平层/精装,2021-02-28,金隅滨和园6号院 全南两居室 视野好 采光好
北京,天恒乐活城,房山,225万,25493/平米,2室2厅,88.26平米,低楼层/共18层,平层/简装,2021-02-21,天恒乐活城南向两居室有电梯临地铁交通方便
北京,北苑家园茉藜园,朝阳,530万,60146/平米,2室1厅,88.12平米,中楼层/共15层,平层/精装,2021-03-14,茉藜园 满5年唯一 板楼 南北通透 精装两居
上海,岭南苑(凌兆路127弄),浦东,680万,74042/平米,2室2厅,91.84平米,中楼层/共6层,平层/精装,2021-03-21,三林板块+商品房住宅+近地铁+近前滩潜力大+诚意出售
北京,大城小镇,大兴,348万,37496/平米,2室1厅,92.81平米,顶层/共6层,平层/简装,2021-03-24,四环外 公园社区 房子临公园一排 南北通透 无遮挡
上海,首创旭辉城(二期),嘉定,270万,29931/平米,2室2厅,90.21平米,高楼层/共17层,平层/精装,2021-03-14,二期好楼层，业主诚意卖，客厅带阳台，精装修，空置
苏州,新柳溪花园,吴江,182万,21621/平米,2室2厅,84.18平米,中楼层/共22层,平层/精装,2021-03-25,诚售，超大楼间距  精装2房，现代装修 采光好 满2
苏州,保利居上,吴中,272万,31348/平米,3室2厅,86.77平米,高楼层/共22层,平层/精装,2021-01-09,东边户，南北通透，满五唯一，地铁口
上海,解放新村,奉贤,113万,20111/平米,2室2厅,56.19平米,高楼层/共5层,平层/精装,2021-03-20,地铁5号线，独门独户双南房，店长推荐，前方无遮挡
上海,骏豪国际,静安,400万,81567/平米,1室1厅,49.04平米,中楼层/共29层,平层/简装,2021-03-05,骏豪国际 1室1厅 南
苏州,依云水岸,相城,425万,22097/平米,4室2厅,192.34平米,下叠别墅/共3层,复式/精装,2020-11-13,依云水岸精装中叠别墅 婚装九成新  带电梯  看房方便
苏州,苏胥湾,吴中,226万,23420/平米,3室1厅,96.5平米,高楼层/共26层,平层/精装,2021-03-23,苏胥湾 3室1厅 南 北
苏州,海尚壹品,工业园区,249万,57988/平米,1室1厅,42.94平米,高楼层/共18层,平层/精装,2021-03-23,景城学府 房东急卖 出门CBD，潜力之大
上海,中信泰富又一城,嘉定,355万,47543/平米,2室1厅,74.67平米,低楼层/共36层,平层/简装,2021-03-22,低总价，万达旁，地铁口，配套齐全，业主诚意出售
苏州,太阳星辰花园天邑,工业园区,585万,46286/平米,4室2厅,126.39平米,低楼层/共31层,平层/精装,2021-03-23,精装修自住，满五唯一，诚意出售，静候有缘人
北京,阳光花园,丰台,680万,75564/平米,2室1厅,89.99平米,顶层/共19层,平层/精装,2021-02-23,阳光花园角门东马家堡大红门南北两居
苏州,湖滨华城祥瑞苑,吴江,127万,21167/平米,2室1厅,60平米,低楼层/共15层,平层/精装,2021-03-12,祥瑞苑60平精装两室 满二 好楼层 看房方便
苏州,都市花园西区,工业园区,495万,50137/平米,3室2厅,98.73平米,中楼层/共5层,错层/精装,2021-02-05,都市西区  小三房  楼层好  好房子
上海,仙霞别墅,长宁,508万,80203/平米,2室1厅,63.34平米,中楼层/共6层,平层/简装,2021-03-05,新上架外销房，楼层好，位置好，满五年税少，全明户型
北京,宝星国际三期,朝阳,1410万,85027/平米,3室2厅,165.83平米,高楼层/共7层,平层/其他,2021-03-25,宝星华庭 次顶层三居 装修很好 业主诚意出售
北京,花市枣苑一期,东城,999万,84834/平米,2室2厅,117.76平米,底层/共18层,平层/简装,2021-03-18,花市枣苑 两居室 随时看 满五年住宅
北京,道家园,朝阳,445万,68127/平米,2室1厅,65.32平米,中楼层/共20层,平层/精装,2021-03-14,满五年家庭名下仅一套，21平大客厅，楼龄94年电梯房
北京,友谊社区,海淀,480万,119493/平米,1室1厅,40.17平米,顶层/共6层,平层/简装,2021-03-14,友谊社区北三环边，南向一居室，采光无遮挡
北京,四季香山,海淀,1310万,102304/平米,3室2厅,128.05平米,中楼层/共4层,平层/简装,2020-12-12,四季香山 精装修三居室 南北通透  看房方便
北京,五棵松26号院,海淀,750万,76695/平米,3室1厅,97.79平米,底层/共9层,平层/简装,2021-03-27,海淀区五路居地铁五棵松26号院三居室
北京,宏仁家园,亦庄开发区,236万,26634/平米,2室1厅,88.61平米,中楼层/共16层,平层/精装,2020-08-15,满五年唯一商品房，不临六环，南北通透，诚意出售！
北京,北洼东里,海淀,938万,94997/平米,3室2厅,98.74平米,低楼层/共18层,平层/简装,2021-03-24,北洼东里此房满五年唯一，购房成本低，户型好采光充足
北京,永安东里,海淀,1050万,90440/平米,3室2厅,116.1平米,低楼层/共6层,平层/精装,2021-03-18,满五唯一 精装修 不临街 安静 中间楼
北京,大屯里小区,朝阳,760万,63329/平米,3室1厅,120.01平米,中楼层/共24层,平层/简装,2021-03-03,大屯里小区东南向全明格局三居室
北京,海运仓小区,东城,698万,116723/平米,1室1厅,59.8平米,底层/共5层,平层/简装,2021-03-25,东城二环内 海运仓社区 低楼层南北通透 业主诚意出售
北京,BOBO自由城,通州,740万,58026/平米,3室2厅,127.53平米,中楼层/共8层,错层/简装,2021-03-26,BOBO自由城 3室2厅 南 北
北京,长安新城,丰台,648万,62907/平米,2室1厅,103.01平米,中楼层/共11层,平层/精装,2021-03-21,长安新城板楼正南两居，正对花园，小区中间不临街
苏州,新城金郡北区,吴中,316万,22815/平米,4室2厅,138.51平米,高楼层/共17层,平层/精装,2021-03-10,此房已满五年，无增值税，中高楼层采光各方面不受影响
苏州,路劲主场一期,工业园区,270万,30907/平米,2室2厅,87.36平米,低楼层/共21层,平层/精装,2021-02-28,精装通透大两房，满五，诚意出售
上海,南文大厦,黄浦,1658万,114369/平米,3室2厅,144.97平米,高楼层/共27层,平层/精装,2021-02-24,地铁口满五，高区全明户型看东方明珠，小区独有户型
苏州,国香雅苑,吴中,188万,22651/平米,2室2厅,83平米,高楼层/共6层,平层/精装,2021-03-17,房屋楼层好，采光好，保养的不错
苏州,万科北宸之光,相城,230万,24155/平米,4室2厅,95.22平米,中楼层/共34层,平层/精装,2020-05-15,万科物业，品质小区，配套齐全，交通便利
上海,清涧七街坊,普陀,308万,56806/平米,2室1厅,54.22平米,中楼层/共6层,平层/简装,2021-03-07,清涧新村—近中环—楼层好—简约小两房
上海,罗南二村,宝山,165万,36082/平米,1室1厅,45.73平米,低楼层/共6层,平层/简装,2021-03-01,小户型，低楼层适合老人小孩居住
上海,听潮一村,浦东,135万,28302/平米,2室1厅,47.7平米,高楼层/共6层,平层/其他,2021-02-17,房东城心出售，有钥匙，看房方便，交通便利
上海,杨泰一村,宝山,305万,35261/平米,3室1厅,86.5平米,高楼层/共6层,平层/精装,2021-03-02,房子满五年 税费少 居家装修 拎包入住
苏州,白塘壹号,工业园区,768万,53124/平米,4室2厅,144.57平米,高楼层/共30层,平层/精装,2020-09-13,白塘壹号 一线景观 正气四房 从未入住 寻有缘人
苏州,新城湾语城,吴中,230万,24766/平米,3室1厅,92.87平米,中楼层/共34层,平层/简装,2019-10-11,户型方正不靠高架，中高楼层，满两年诚心出售！
苏州,安元佳苑六区,相城,210万,17194/平米,3室2厅,122.14平米,中楼层/共5层,平层/简装,2021-03-07,蠡口地铁站 安元佳苑六区 三房两厅两卫 满两年
上海,新泾五村,长宁,486万,63513/平米,3室1厅,76.52平米,中楼层/共6层,平层/简装,2021-03-22,满五年售后公房，近地铁，全明户型，位置安静
苏州,花家浜新村,昆山,229.5万,10480/平米,6室2厅,219平米,高楼层/共6层,复式/毛坯,2019-07-16,顶楼复式，面积大，位置安静，价格美丽，得房率高
上海,东三小区,浦东,300万,63198/平米,2室1厅,47.47平米,高楼层/共6层,平层/简装,2021-03-08,近黄浦江，满五，随时可以看房，拎包入住
苏州,绿地21城D区,昆山,175万,22158/平米,2室2厅,78.98平米,中楼层/共11层,平层/精装,2021-03-07,此房满五唯一南北通透 南北双阳台，楼层好采光无遮挡
上海,瑞和苑,浦东,320万,42390/平米,2室1厅,75.49平米,高楼层/共14层,平层/精装,2021-03-14,精装修 次顶楼 楼层高采光视野好 看房方便 税费低
苏州,南山檀郡,相城,251万,28083/平米,3室1厅,89.38平米,高楼层/共17层,平层/毛坯,2021-03-02,南山檀郡小三房纯毛坯四开间朝南配套成熟双地铁
苏州,玉兰公馆,昆山,210万,24562/平米,3室2厅,85.5平米,低楼层/共33层,平层/精装,2020-11-02,房东诚信出售 看房方便  有钥匙
苏州,欧风丽苑,相城,317.9万,22400/平米,3室2厅,141.92平米,低楼层/共13层,平层/精装,2020-07-28,此房满五年唯一   婚装房    无抵押    随时可签
上海,崧泽华城佳福雅苑（二区）,青浦,315万,42356/平米,2室1厅,74.37平米,高楼层/共17层,平层/精装,2021-03-13,业主诚心出售，高楼层，采光好，次新电梯房
上海,齐爱佳苑,浦东,310万,63434/平米,1室1厅,48.87平米,高楼层/共6层,平层/精装,2021-03-15,满五年，带阁楼，精装自住，看房方便，诚意出售！
苏州,马浜花园南区,高新,188万,29951/平米,3室2厅,62.77平米,高楼层/共5层,复式/简装,2021-03-26,马浜花园南区 3室2厅 南
